year,month,day,hour,flow_cfs,Source
1991,6,14,12,5950,USGS_12189500
1991,6,14,18,5720,USGS_12189500
1991,6,15,0,5520,USGS_12189500
1991,6,15,6,5380,USGS_12189500
1991,6,15,12,5250,USGS_12189500
1991,6,15,18,5060,USGS_12189500
1991,6,16,0,5110,USGS_12189500
1991,6,16,6,5330,USGS_12189500
1991,6,16,12,5470,USGS_12189500
1991,6,16,18,5380,USGS_12189500
1991,6,17,0,5380,USGS_12189500
1991,6,17,6,5440,USGS_12189500
1991,6,17,12,5330,USGS_12189500
1991,6,17,18,5140,USGS_12189500
1991,6,18,0,5030,USGS_12189500
1991,6,18,6,5060,USGS_12189500
1991,6,18,12,5000,USGS_12189500
1991,6,18,18,4870,USGS_12189500
1991,6,19,0,5190,USGS_12189500
1991,6,19,6,5860,USGS_12189500
1991,6,19,12,5980,USGS_12189500
1991,6,19,18,5830,USGS_12189500
1991,6,20,0,6300,USGS_12189500
1991,6,20,6,7060,USGS_12189500
1991,6,20,12,7610,USGS_12189500
1991,6,20,18,7670,USGS_12189500
1991,6,21,0,7770,USGS_12189500
1991,6,21,6,7940,USGS_12189500
1991,6,21,12,7740,USGS_12189500
1991,6,21,18,7340,USGS_12189500
1991,6,22,0,7150,USGS_12189500
1991,6,22,6,7210,USGS_12189500
1991,6,22,12,7120,USGS_12189500
1991,6,22,18,6870,USGS_12189500
1991,6,23,0,6780,USGS_12189500
1991,6,23,6,6930,USGS_12189500
1991,6,23,12,6900,USGS_12189500
1991,6,23,18,6690,USGS_12189500
1991,6,24,0,6840,USGS_12189500
1991,6,24,6,7310,USGS_12189500
1991,6,24,12,7210,USGS_12189500
1991,6,24,18,6930,USGS_12189500
1991,6,25,0,6900,USGS_12189500
1991,6,25,6,7310,USGS_12189500
1991,6,25,12,7340,USGS_12189500
1991,6,25,18,7150,USGS_12189500
1991,6,26,0,7090,USGS_12189500
1991,6,26,6,7210,USGS_12189500
1991,6,26,12,7150,USGS_12189500
1991,6,26,18,6960,USGS_12189500
1991,6,27,0,6930,USGS_12189500
1991,6,27,6,7250,USGS_12189500
1991,6,27,12,7210,USGS_12189500
1991,6,27,18,7030,USGS_12189500
1991,6,28,0,7800,USGS_12189500
1991,6,28,6,8690,USGS_12189500
1991,6,28,12,8520,USGS_12189500
1991,6,28,18,8140,USGS_12189500
1991,6,29,0,9260,USGS_12189500
1991,6,29,6,10300,USGS_12189500
1991,6,29,12,9920,USGS_12189500
1991,6,29,18,9190,USGS_12189500
1991,6,30,0,8800,USGS_12189500
1991,6,30,6,8590,USGS_12189500
1991,6,30,12,8280,USGS_12189500
1991,6,30,18,7870,USGS_12189500
1991,7,1,0,7740,USGS_12189500
1991,7,1,6,7900,USGS_12189500
1991,7,1,12,7770,USGS_12189500
1991,7,1,18,7510,USGS_12189500
1991,7,2,0,8380,USGS_12189500
1991,7,2,6,9480,USGS_12189500
1991,7,2,12,9220,USGS_12189500
1991,7,2,18,8970,USGS_12189500
1991,7,3,0,11400,USGS_12189500
1991,7,3,6,12600,USGS_12189500
1991,7,3,12,12000,USGS_12189500
1991,7,3,18,11600,USGS_12189500
1991,7,4,0,13500,USGS_12189500
1991,7,4,6,13700,USGS_12189500
1991,7,4,12,12100,USGS_12189500
1991,7,4,18,10700,USGS_12189500
1991,7,5,0,11000,USGS_12189500
1991,7,5,6,11300,USGS_12189500
1991,7,5,12,10400,USGS_12189500
1991,7,5,18,9440,USGS_12189500
1991,7,6,0,9510,USGS_12189500
1991,7,6,6,9730,USGS_12189500
1991,7,6,12,9040,USGS_12189500
1991,7,6,18,8240,USGS_12189500
1991,7,7,0,8110,USGS_12189500
1991,7,7,6,8310,USGS_12189500
1991,7,7,12,7900,USGS_12189500
1991,7,7,18,7470,USGS_12189500
1991,7,8,0,8210,USGS_12189500
1991,7,8,6,8900,USGS_12189500
1991,7,8,12,8350,USGS_12189500
1991,7,8,18,7700,USGS_12189500
1991,7,9,0,8280,USGS_12189500
1991,7,9,6,8970,USGS_12189500
1991,7,9,12,8450,USGS_12189500
1991,7,9,18,7870,USGS_12189500
1991,7,10,0,8550,USGS_12189500
1991,7,10,6,9080,USGS_12189500
1991,7,10,12,8520,USGS_12189500
1991,7,10,18,7870,USGS_12189500
1991,7,11,0,8010,USGS_12189500
1991,7,11,6,8410,USGS_12189500
1991,7,11,12,7900,USGS_12189500
1991,7,11,18,7310,USGS_12189500
1991,7,12,0,7700,USGS_12189500
1991,7,12,6,8280,USGS_12189500
1991,7,12,12,7970,USGS_12189500
1991,7,12,18,7670,USGS_12189500
1991,7,13,0,9300,USGS_12189500
1991,7,13,6,10100,USGS_12189500
1991,7,13,12,9370,USGS_12189500
1991,7,13,18,8690,USGS_12189500
1991,7,14,0,8660,USGS_12189500
1991,7,14,6,8590,USGS_12189500
1991,7,14,12,8010,USGS_12189500
1991,7,14,18,7340,USGS_12189500
1991,7,15,0,7280,USGS_12189500
1991,7,15,6,7440,USGS_12189500
1991,7,15,12,7250,USGS_12189500
1991,7,15,18,6960,USGS_12189500
1991,7,16,0,6840,USGS_12189500
1991,7,16,6,6870,USGS_12189500
1991,7,16,12,6630,USGS_12189500
1991,7,16,18,6270,USGS_12189500
1991,7,17,0,6210,USGS_12189500
1991,7,17,6,6300,USGS_12189500
1991,7,17,12,6240,USGS_12189500
1991,7,17,18,6040,USGS_12189500
1991,7,18,0,5890,USGS_12189500
1991,7,18,6,5830,USGS_12189500
1991,7,18,12,5690,USGS_12189500
1991,7,18,18,5440,USGS_12189500
1991,7,19,0,5410,USGS_12189500
1991,7,19,6,5660,USGS_12189500
1991,7,19,12,5520,USGS_12189500
1991,7,19,18,5270,USGS_12189500
1991,7,20,0,5470,USGS_12189500
1991,7,20,6,5950,USGS_12189500
1991,7,20,12,5720,USGS_12189500
1991,7,20,18,5380,USGS_12189500
1991,7,21,0,5500,USGS_12189500
1991,7,21,6,5890,USGS_12189500
1991,7,21,12,5860,USGS_12189500
1991,7,21,18,5660,USGS_12189500
1991,7,22,0,6070,USGS_12189500
1991,7,22,6,6570,USGS_12189500
1991,7,22,12,6180,USGS_12189500
1991,7,22,18,5720,USGS_12189500
1991,7,23,0,6420,USGS_12189500
1991,7,23,6,7180,USGS_12189500
1991,7,23,12,6840,USGS_12189500
1991,7,23,18,6480,USGS_12189500
1991,7,24,0,7640,USGS_12189500
1991,7,24,6,8170,USGS_12189500
1991,7,24,12,7570,USGS_12189500
1991,7,24,18,7280,USGS_12189500
1991,7,25,0,10300,USGS_12189500
1991,7,25,6,10000,USGS_12189500
1991,7,25,12,8590,USGS_12189500
1991,7,25,18,7640,USGS_12189500
1991,7,26,0,7150,USGS_12189500
1991,7,26,6,6930,USGS_12189500
1991,7,26,12,6510,USGS_12189500
1991,7,26,18,5980,USGS_12189500
1991,7,27,0,5860,USGS_12189500
1991,7,27,6,5890,USGS_12189500
1991,7,27,12,5660,USGS_12189500
1991,7,27,18,5380,USGS_12189500
1991,7,28,0,5330,USGS_12189500
1991,7,28,6,5380,USGS_12189500
1991,7,28,12,5250,USGS_12189500
1991,7,28,18,5000,USGS_12189500
1991,7,29,0,5300,USGS_12189500
1991,7,29,6,5690,USGS_12189500
1991,7,29,12,5410,USGS_12189500
1991,7,29,18,5060,USGS_12189500
1991,7,30,0,4980,USGS_12189500
1991,7,30,6,5000,USGS_12189500
1991,7,30,12,4870,USGS_12189500
1991,7,30,18,4610,USGS_12189500
1991,7,31,0,4580,USGS_12189500
1991,7,31,6,4820,USGS_12189500
1991,7,31,12,4640,USGS_12189500
1991,7,31,18,4380,USGS_12189500
1991,8,1,0,4580,USGS_12189500
1991,8,1,6,4950,USGS_12189500
1991,8,1,12,4770,USGS_12189500
1991,8,1,18,4510,USGS_12189500
1991,8,2,0,4690,USGS_12189500
1991,8,2,6,5080,USGS_12189500
1991,8,2,12,4790,USGS_12189500
1991,8,2,18,4430,USGS_12189500
1991,8,3,0,4530,USGS_12189500
1991,8,3,6,4870,USGS_12189500
1991,8,3,12,4690,USGS_12189500
1991,8,3,18,4430,USGS_12189500
1991,8,4,0,4820,USGS_12189500
1991,8,4,6,5300,USGS_12189500
1991,8,4,12,5030,USGS_12189500
1991,8,4,18,4690,USGS_12189500
1991,8,5,0,5080,USGS_12189500
1991,8,5,6,5500,USGS_12189500
1991,8,5,12,5140,USGS_12189500
1991,8,5,18,4660,USGS_12189500
1991,8,6,0,4480,USGS_12189500
1991,8,6,6,4710,USGS_12189500
1991,8,6,12,4580,USGS_12189500
1991,8,6,18,4400,USGS_12189500
1991,8,7,0,5060,USGS_12189500
1991,8,7,6,5440,USGS_12189500
1991,8,7,12,5000,USGS_12189500
1991,8,7,18,4580,USGS_12189500
1991,8,8,0,4660,USGS_12189500
1991,8,8,6,4820,USGS_12189500
1991,8,8,12,4710,USGS_12189500
1991,8,8,18,4510,USGS_12189500
1991,8,9,0,4790,USGS_12189500
1991,8,9,6,5190,USGS_12189500
1991,8,9,12,4870,USGS_12189500
1991,8,9,18,4480,USGS_12189500
1991,8,10,0,4250,USGS_12189500
1991,8,10,6,4400,USGS_12189500
1991,8,10,12,4510,USGS_12189500
1991,8,10,18,4350,USGS_12189500
1991,8,11,0,4130,USGS_12189500
1991,8,11,6,3980,USGS_12189500
1991,8,11,12,3790,USGS_12189500
1991,8,11,18,3560,USGS_12189500
1991,8,12,0,3400,USGS_12189500
1991,8,12,6,3300,USGS_12189500
1991,8,12,12,3190,USGS_12189500
1991,8,12,18,3080,USGS_12189500
1991,8,13,0,3000,USGS_12189500
1991,8,13,6,3040,USGS_12189500
1991,8,13,12,2980,USGS_12189500
1991,8,13,18,2890,USGS_12189500
1991,8,14,0,2850,USGS_12189500
1991,8,14,6,3000,USGS_12189500
1991,8,14,12,3020,USGS_12189500
1991,8,14,18,2930,USGS_12189500
1991,8,15,0,2910,USGS_12189500
1991,8,15,6,3150,USGS_12189500
1991,8,15,12,3170,USGS_12189500
1991,8,15,18,3080,USGS_12189500
1991,8,16,0,3130,USGS_12189500
1991,8,16,6,3560,USGS_12189500
1991,8,16,12,3530,USGS_12189500
1991,8,16,18,3370,USGS_12189500
1991,8,17,0,3490,USGS_12189500
1991,8,17,6,3930,USGS_12189500
1991,8,17,12,3890,USGS_12189500
1991,8,17,18,3630,USGS_12189500
1991,8,18,0,3790,USGS_12189500
1991,8,18,6,3930,USGS_12189500
1991,8,18,12,3790,USGS_12189500
1991,8,18,18,3560,USGS_12189500
1991,8,19,0,3650,USGS_12189500
1991,8,19,6,4060,USGS_12189500
1991,8,19,12,3810,USGS_12189500
1991,8,19,18,3460,USGS_12189500
1991,8,20,0,3350,USGS_12189500
1991,8,20,6,3700,USGS_12189500
1991,8,20,12,3530,USGS_12189500
1991,8,20,18,3220,USGS_12189500
1991,8,21,0,3130,USGS_12189500
1991,8,21,6,3440,USGS_12189500
1991,8,21,12,3280,USGS_12189500
1991,8,21,18,3040,USGS_12189500
1991,8,22,0,2980,USGS_12189500
1991,8,22,6,3240,USGS_12189500
1991,8,22,12,3130,USGS_12189500
1991,8,22,18,2910,USGS_12189500
1991,8,23,0,2830,USGS_12189500
1991,8,23,6,3080,USGS_12189500
1991,8,23,12,2980,USGS_12189500
1991,8,23,18,2790,USGS_12189500
1991,8,24,0,2660,USGS_12189500
1991,8,24,6,2680,USGS_12189500
1991,8,24,12,2600,USGS_12189500
1991,8,24,18,2460,USGS_12189500
1991,8,25,0,2330,USGS_12189500
1991,8,25,6,2330,USGS_12189500
1991,8,25,12,2260,USGS_12189500
1991,8,25,18,2170,USGS_12189500
1991,8,26,0,2090,USGS_12189500
1991,8,26,6,2090,USGS_12189500
1991,8,26,12,2040,USGS_12189500
1991,8,26,18,1980,USGS_12189500
1991,8,27,0,1930,USGS_12189500
1991,8,27,6,1930,USGS_12189500
1991,8,27,12,2070,USGS_12189500
1991,8,27,18,2620,USGS_12189500
1991,8,28,0,3300,USGS_12189500
1991,8,28,6,3700,USGS_12189500
1991,8,28,12,3350,USGS_12189500
1991,8,28,18,3280,USGS_12189500
1991,8,29,0,4200,USGS_12189500
1991,8,29,6,4510,USGS_12189500
1991,8,29,12,3930,USGS_12189500
1991,8,29,18,3670,USGS_12189500
1991,8,30,0,4280,USGS_12189500
1991,8,30,6,4690,USGS_12189500
1991,8,30,12,4280,USGS_12189500
1991,8,30,18,3740,USGS_12189500
1991,8,31,0,3420,USGS_12189500
1991,8,31,6,3280,USGS_12189500
1991,8,31,12,3130,USGS_12189500
1991,8,31,18,3000,USGS_12189500
1991,9,1,0,3280,USGS_12189500
1991,9,1,6,3930,USGS_12189500
1991,9,1,12,3600,USGS_12189500
1991,9,1,18,3170,USGS_12189500
1991,9,2,0,2910,USGS_12189500
1991,9,2,6,2740,USGS_12189500
1991,9,2,12,2580,USGS_12189500
1991,9,2,18,2410,USGS_12189500
1991,9,3,0,2330,USGS_12189500
1991,9,3,6,2320,USGS_12189500
1991,9,3,12,2240,USGS_12189500
1991,9,3,18,2160,USGS_12189500
1991,9,4,0,2110,USGS_12189500
1991,9,4,6,2170,USGS_12189500
1991,9,4,12,2210,USGS_12189500
1991,9,4,18,2140,USGS_12189500
1991,9,5,0,2110,USGS_12189500
1991,9,5,6,2280,USGS_12189500
1991,9,5,12,2240,USGS_12189500
1991,9,5,18,2160,USGS_12189500
1991,9,6,0,2110,USGS_12189500
1991,9,6,6,2260,USGS_12189500
1991,9,6,12,2230,USGS_12189500
1991,9,6,18,2110,USGS_12189500
1991,9,7,0,2040,USGS_12189500
1991,9,7,6,2120,USGS_12189500
1991,9,7,12,2120,USGS_12189500
1991,9,7,18,2090,USGS_12189500
1991,9,8,0,2110,USGS_12189500
1991,9,8,6,2120,USGS_12189500
1991,9,8,12,2110,USGS_12189500
1991,9,8,18,2120,USGS_12189500
1991,9,9,0,2040,USGS_12189500
1991,9,9,6,2010,USGS_12189500
1991,9,9,12,1930,USGS_12189500
1991,9,9,18,1870,USGS_12189500
1991,9,10,0,1790,USGS_12189500
1991,9,10,6,1790,USGS_12189500
1991,9,10,12,1790,USGS_12189500
1991,9,10,18,1750,USGS_12189500
1991,9,11,0,1700,USGS_12189500
1991,9,11,6,1690,USGS_12189500
1991,9,11,12,1700,USGS_12189500
1991,9,11,18,1700,USGS_12189500
1991,9,12,0,1660,USGS_12189500
1991,9,12,6,1690,USGS_12189500
1991,9,12,12,1690,USGS_12189500
1991,9,12,18,1640,USGS_12189500
1991,9,13,0,1620,USGS_12189500
1991,9,13,6,1670,USGS_12189500
1991,9,13,12,1700,USGS_12189500
1991,9,13,18,1700,USGS_12189500
1991,9,14,0,1770,USGS_12189500
1991,9,14,6,1690,USGS_12189500
1991,9,14,12,1620,USGS_12189500
1991,9,14,18,1580,USGS_12189500
1991,9,15,0,1520,USGS_12189500
1991,9,15,6,1520,USGS_12189500
1991,9,15,12,1520,USGS_12189500
1991,9,15,18,1500,USGS_12189500
1991,9,16,0,1460,USGS_12189500
1991,9,16,6,1470,USGS_12189500
1991,9,16,12,1510,USGS_12189500
1991,9,16,18,1480,USGS_12189500
1991,9,17,0,1460,USGS_12189500
1991,9,17,6,1520,USGS_12189500
1991,9,17,12,1590,USGS_12189500
1991,9,17,18,1580,USGS_12189500
1991,9,18,0,1550,USGS_12189500
1991,9,18,6,1580,USGS_12189500
1991,9,18,12,1620,USGS_12189500
1991,9,18,18,1600,USGS_12189500
1991,9,19,0,1590,USGS_12189500
1991,9,19,6,1580,USGS_12189500
1991,9,19,12,1590,USGS_12189500
1991,9,19,18,1590,USGS_12189500
1991,9,20,0,1580,USGS_12189500
1991,9,20,6,1580,USGS_12189500
1991,9,20,12,1590,USGS_12189500
1991,9,20,18,1580,USGS_12189500
1991,9,21,0,1560,USGS_12189500
1991,9,21,6,1540,USGS_12189500
1991,9,21,12,1500,USGS_12189500
1991,9,21,18,1440,USGS_12189500
1991,9,22,0,1420,USGS_12189500
1991,9,22,6,1410,USGS_12189500
1991,9,22,12,1390,USGS_12189500
1991,9,22,18,1370,USGS_12189500
1991,9,23,0,1360,USGS_12189500
1991,9,23,6,1330,USGS_12189500
1991,9,23,12,1320,USGS_12189500
1991,9,23,18,1300,USGS_12189500
1991,9,24,0,1260,USGS_12189500
1991,9,24,6,1240,USGS_12189500
1991,9,24,12,1270,USGS_12189500
1991,9,24,18,1280,USGS_12189500
1991,9,25,0,1280,USGS_12189500
1991,9,25,6,1360,USGS_12189500
1991,9,25,12,1460,USGS_12189500
1991,9,25,18,1460,USGS_12189500
1991,9,26,0,1460,USGS_12189500
1991,9,26,6,1550,USGS_12189500
1991,9,26,12,1590,USGS_12189500
1991,9,26,18,1590,USGS_12189500
1991,9,27,0,1580,USGS_12189500
1991,9,27,6,1560,USGS_12189500
1991,9,27,12,1580,USGS_12189500
1991,9,27,18,1560,USGS_12189500
1991,9,28,0,1560,USGS_12189500
1991,9,28,6,1580,USGS_12189500
1991,9,28,12,1580,USGS_12189500
1991,9,28,18,1580,USGS_12189500
1991,9,29,0,1550,USGS_12189500
1991,9,29,6,1540,USGS_12189500
1991,9,29,12,1520,USGS_12189500
1991,9,29,18,1500,USGS_12189500
1991,9,30,0,1330,USGS_12189500
1991,9,30,6,1320,USGS_12189500
1991,9,30,12,1330,USGS_12189500
1991,9,30,18,1300,USGS_12189500
1991,10,1,0,1280,USGS_12189500
1991,10,1,6,1320,USGS_12189500
1991,10,1,12,1340,USGS_12189500
1991,10,1,18,1310,USGS_12189500
1991,10,2,0,1260,USGS_12189500
1991,10,2,6,1260,USGS_12189500
1991,10,2,12,1260,USGS_12189500
1991,10,2,18,1240,USGS_12189500
1991,10,3,0,1220,USGS_12189500
1991,10,3,6,1200,USGS_12189500
1991,10,3,12,1200,USGS_12189500
1991,10,3,18,1170,USGS_12189500
1991,10,4,0,1140,USGS_12189500
1991,10,4,6,1120,USGS_12189500
1991,10,4,12,1120,USGS_12189500
1991,10,4,18,1100,USGS_12189500
1991,10,5,0,1080,USGS_12189500
1991,10,5,6,1070,USGS_12189500
1991,10,5,12,1070,USGS_12189500
1991,10,5,18,1060,USGS_12189500
1991,10,6,0,1050,USGS_12189500
1991,10,6,6,1040,USGS_12189500
1991,10,6,12,1040,USGS_12189500
1991,10,6,18,1040,USGS_12189500
1991,10,7,0,1030,USGS_12189500
1991,10,7,6,1030,USGS_12189500
1991,10,7,12,1030,USGS_12189500
1991,10,7,18,1030,USGS_12189500
1991,10,8,0,1020,USGS_12189500
1991,10,8,6,996,USGS_12189500
1991,10,8,12,996,USGS_12189500
1991,10,8,18,996,USGS_12189500
1991,10,9,0,976,USGS_12189500
1991,10,9,6,967,USGS_12189500
1991,10,9,12,967,USGS_12189500
1991,10,9,18,967,USGS_12189500
1991,10,10,0,957,USGS_12189500
1991,10,10,6,948,USGS_12189500
1991,10,10,12,976,USGS_12189500
1991,10,10,18,986,USGS_12189500
1991,10,11,0,986,USGS_12189500
1991,10,11,6,1020,USGS_12189500
1991,10,11,12,1080,USGS_12189500
1991,10,11,18,1080,USGS_12189500
1991,10,12,0,1060,USGS_12189500
1991,10,12,6,1060,USGS_12189500
1991,10,12,12,1090,USGS_12189500
1991,10,12,18,1080,USGS_12189500
1991,10,13,0,1060,USGS_12189500
1991,10,13,6,1050,USGS_12189500
1991,10,13,12,1050,USGS_12189500
1991,10,13,18,1030,USGS_12189500
1991,10,14,0,996,USGS_12189500
1991,10,14,6,976,USGS_12189500
1991,10,14,12,976,USGS_12189500
1991,10,14,18,986,USGS_12189500
1991,10,15,0,986,USGS_12189500
1991,10,15,6,1050,USGS_12189500
1991,10,15,12,1110,USGS_12189500
1991,10,15,18,1110,USGS_12189500
1991,10,16,0,1110,USGS_12189500
1991,10,16,6,1130,USGS_12189500
1991,10,16,12,1220,USGS_12189500
1991,10,16,18,1220,USGS_12189500
1991,10,17,0,1300,USGS_12189500
1991,10,17,6,1230,USGS_12189500
1991,10,17,12,1160,USGS_12189500
1991,10,17,18,1100,USGS_12189500
1991,10,18,0,1060,USGS_12189500
1991,10,18,6,1040,USGS_12189500
1991,10,18,12,1010,USGS_12189500
1991,10,18,18,986,USGS_12189500
1991,10,19,0,967,USGS_12189500
1991,10,19,6,957,USGS_12189500
1991,10,19,12,948,USGS_12189500
1991,10,19,18,948,USGS_12189500
1991,10,20,0,948,USGS_12189500
1991,10,20,6,948,USGS_12189500
1991,10,20,12,957,USGS_12189500
1991,10,20,18,967,USGS_12189500
1991,10,21,0,967,USGS_12189500
1991,10,21,6,1050,USGS_12189500
1991,10,21,12,1190,USGS_12189500
1991,10,21,18,1690,USGS_12189500
1991,10,22,0,1750,USGS_12189500
1991,10,22,6,1660,USGS_12189500
1991,10,22,12,1500,USGS_12189500
1991,10,22,18,1410,USGS_12189500
1991,10,23,0,1310,USGS_12189500
1991,10,23,6,1260,USGS_12189500
1991,10,23,12,1200,USGS_12189500
1991,10,23,18,1180,USGS_12189500
1991,10,24,0,1180,USGS_12189500
1991,10,24,6,1240,USGS_12189500
1991,10,24,12,1300,USGS_12189500
1991,10,24,18,1340,USGS_12189500
1991,10,25,0,1320,USGS_12189500
1991,10,25,6,1280,USGS_12189500
1991,10,25,12,1240,USGS_12189500
1991,10,25,18,1180,USGS_12189500
1991,10,26,0,1140,USGS_12189500
1991,10,26,6,1130,USGS_12189500
1991,10,26,12,1100,USGS_12189500
1991,10,26,18,1080,USGS_12189500
1991,10,27,0,1060,USGS_12189500
1991,10,27,6,1040,USGS_12189500
1991,10,27,12,1030,USGS_12189500
1991,10,27,18,1010,USGS_12189500
1991,10,28,0,986,USGS_12189500
1991,10,28,6,976,USGS_12189500
1991,10,28,12,957,USGS_12189500
1991,10,28,18,938,USGS_12189500
1991,10,29,0,920,USGS_12189500
1991,10,29,6,938,USGS_12189500
1991,10,29,12,920,USGS_12189500
1991,10,29,18,902,USGS_12189500
1991,10,30,0,884,USGS_12189500
1991,10,30,6,875,USGS_12189500
1991,10,30,12,875,USGS_12189500
1991,10,30,18,866,USGS_12189500
1991,10,31,0,857,USGS_12189500
1991,10,31,6,875,USGS_12189500
1991,10,31,12,884,USGS_12189500
1991,10,31,18,893,USGS_12189500
1991,11,1,0,902,USGS_12189500
1991,11,1,6,911,USGS_12189500
1991,11,1,12,902,USGS_12189500
1991,11,1,18,902,USGS_12189500
1991,11,2,0,884,USGS_12189500
1991,11,2,6,875,USGS_12189500
1991,11,2,12,866,USGS_12189500
1991,11,2,18,857,USGS_12189500
1991,11,3,0,840,USGS_12189500
1991,11,3,6,831,USGS_12189500
1991,11,3,12,840,USGS_12189500
1991,11,3,18,831,USGS_12189500
1991,11,4,0,831,USGS_12189500
1991,11,4,6,902,USGS_12189500
1991,11,4,12,1070,USGS_12189500
1991,11,4,18,2790,USGS_12189500
1991,11,5,0,3240,USGS_12189500
1991,11,5,6,2930,USGS_12189500
1991,11,5,12,3860,USGS_12189500
1991,11,5,18,6690,USGS_12189500
1991,11,6,0,6480,USGS_12189500
1991,11,6,6,5360,USGS_12189500
1991,11,6,12,3960,USGS_12189500
1991,11,6,18,3170,USGS_12189500
1991,11,7,0,2660,USGS_12189500
1991,11,7,6,2350,USGS_12189500
1991,11,7,12,2120,USGS_12189500
1991,11,7,18,1980,USGS_12189500
1991,11,8,0,1940,USGS_12189500
1991,11,8,6,2040,USGS_12189500
1991,11,8,12,2160,USGS_12189500
1991,11,8,18,4300,USGS_12189500
1991,11,9,0,5440,USGS_12189500
1991,11,9,6,5000,USGS_12189500
1991,11,9,12,4080,USGS_12189500
1991,11,9,18,3400,USGS_12189500
1991,11,10,0,3000,USGS_12189500
1991,11,10,6,2850,USGS_12189500
1991,11,10,12,2660,USGS_12189500
1991,11,10,18,2460,USGS_12189500
1991,11,11,0,2280,USGS_12189500
1991,11,11,6,2160,USGS_12189500
1991,11,11,12,2280,USGS_12189500
1991,11,11,18,5440,USGS_12189500
1991,11,12,0,12500,USGS_12189500
1991,11,12,6,11100,USGS_12189500
1991,11,12,12,9990,USGS_12189500
1991,11,12,18,7870,USGS_12189500
1991,11,13,0,8550,USGS_12189500
1991,11,13,6,7840,USGS_12189500
1991,11,13,12,7030,USGS_12189500
1991,11,13,18,6210,USGS_12189500
1991,11,14,0,5580,USGS_12189500
1991,11,14,6,5080,USGS_12189500
1991,11,14,12,4530,USGS_12189500
1991,11,14,18,4080,USGS_12189500
1991,11,15,0,3740,USGS_12189500
1991,11,15,6,3460,USGS_12189500
1991,11,15,12,3190,USGS_12189500
1991,11,15,18,3020,USGS_12189500
1991,11,16,0,2890,USGS_12189500
1991,11,16,6,2760,USGS_12189500
1991,11,16,12,2660,USGS_12189500
1991,11,16,18,2760,USGS_12189500
1991,11,17,0,3650,USGS_12189500
1991,11,17,6,4790,USGS_12189500
1991,11,17,12,5550,USGS_12189500
1991,11,17,18,5810,USGS_12189500
1991,11,18,0,5300,USGS_12189500
1991,11,18,6,4740,USGS_12189500
1991,11,18,12,4330,USGS_12189500
1991,11,18,18,4080,USGS_12189500
1991,11,19,0,3860,USGS_12189500
1991,11,19,6,3720,USGS_12189500
1991,11,19,12,4080,USGS_12189500
1991,11,19,18,5720,USGS_12189500
1991,11,20,0,10700,USGS_12189500
1991,11,20,6,16400,USGS_12189500
1991,11,20,12,15500,USGS_12189500
1991,11,20,18,12400,USGS_12189500
1991,11,21,0,10300,USGS_12189500
1991,11,21,6,8800,USGS_12189500
1991,11,21,12,7510,USGS_12189500
1991,11,21,18,6630,USGS_12189500
1991,11,22,0,6040,USGS_12189500
1991,11,22,6,5520,USGS_12189500
1991,11,22,12,5060,USGS_12189500
1991,11,22,18,4690,USGS_12189500
1991,11,23,0,4400,USGS_12189500
1991,11,23,6,4150,USGS_12189500
1991,11,23,12,3930,USGS_12189500
1991,11,23,18,3790,USGS_12189500
1991,11,24,0,3700,USGS_12189500
1991,11,24,6,3670,USGS_12189500
1991,11,24,12,3910,USGS_12189500
1991,11,24,18,4150,USGS_12189500
1991,11,25,0,6570,USGS_12189500
1991,11,25,6,14500,USGS_12189500
1991,11,25,12,15100,USGS_12189500
1991,11,25,18,12700,USGS_12189500
1991,11,26,0,10400,USGS_12189500
1991,11,26,6,8970,USGS_12189500
1991,11,26,12,8070,USGS_12189500
1991,11,26,18,7280,USGS_12189500
1991,11,27,0,6900,USGS_12189500
1991,11,27,6,6510,USGS_12189500
1991,11,27,12,6120,USGS_12189500
1991,11,27,18,5720,USGS_12189500
1991,11,28,0,5360,USGS_12189500
1991,11,28,6,5060,USGS_12189500
1991,11,28,12,4840,USGS_12189500
1991,11,28,18,4870,USGS_12189500
1991,11,29,0,5250,USGS_12189500
1991,11,29,6,4820,USGS_12189500
1991,11,29,12,4460,USGS_12189500
1991,11,29,18,4200,USGS_12189500
1991,11,30,0,4010,USGS_12189500
1991,11,30,6,3840,USGS_12189500
1991,11,30,12,3670,USGS_12189500
1991,11,30,18,3530,USGS_12189500
1991,12,1,0,3440,USGS_12189500
1991,12,1,6,3330,USGS_12189500
1991,12,1,12,3280,USGS_12189500
1991,12,1,18,3280,USGS_12189500
1991,12,2,0,3580,USGS_12189500
1991,12,2,6,3530,USGS_12189500
1991,12,2,12,3330,USGS_12189500
1991,12,2,18,3170,USGS_12189500
1991,12,3,0,3060,USGS_12189500
1991,12,3,6,3000,USGS_12189500
1991,12,3,12,2930,USGS_12189500
1991,12,3,18,2930,USGS_12189500
1991,12,4,0,2910,USGS_12189500
1991,12,4,6,2910,USGS_12189500
1991,12,4,12,2910,USGS_12189500
1991,12,4,18,3040,USGS_12189500
1991,12,5,0,3060,USGS_12189500
1991,12,5,6,3040,USGS_12189500
1991,12,5,12,3580,USGS_12189500
1991,12,5,18,9700,USGS_12189500
1991,12,6,0,19500,USGS_12189500
1991,12,6,6,17800,USGS_12189500
1991,12,6,12,13500,USGS_12189500
