year,month,day,flow_cfs,Source
1980,10,11,977,USGS_12358500
1980,10,12,930,USGS_12358500
1980,10,13,1000,USGS_12358500
1980,10,14,1030,USGS_12358500
1980,10,15,977,USGS_12358500
1980,10,16,930,USGS_12358500
1980,10,17,919,USGS_12358500
1980,10,18,896,USGS_12358500
1980,10,19,873,USGS_12358500
1980,10,20,862,USGS_12358500
1980,10,21,873,USGS_12358500
1980,10,22,896,USGS_12358500
1980,10,23,885,USGS_12358500
1980,10,24,862,USGS_12358500
1980,10,25,840,USGS_12358500
1980,10,26,819,USGS_12358500
1980,10,27,808,USGS_12358500
1980,10,28,798,USGS_12358500
1980,10,29,777,USGS_12358500
1980,10,30,766,USGS_12358500
1980,10,31,756,USGS_12358500
1980,11,1,756,USGS_12358500
1980,11,2,766,USGS_12358500
1980,11,3,808,USGS_12358500
1980,11,4,808,USGS_12358500
1980,11,5,873,USGS_12358500
1980,11,6,942,USGS_12358500
1980,11,7,1180,USGS_12358500
1980,11,8,2180,USGS_12358500
1980,11,9,2760,USGS_12358500
1980,11,10,2580,USGS_12358500
1980,11,11,2340,USGS_12358500
1980,11,12,2120,USGS_12358500
1980,11,13,1940,USGS_12358500
1980,11,14,1740,USGS_12358500
1980,11,15,1580,USGS_12358500
1980,11,16,1480,USGS_12358500
1980,11,17,1410,USGS_12358500
1980,11,18,1360,USGS_12358500
1980,11,19,1350,USGS_12358500
1980,11,20,1290,USGS_12358500
1980,11,21,1260,USGS_12358500
1980,11,22,1360,USGS_12358500
1980,11,23,1250,USGS_12358500
1980,11,24,1120,USGS_12358500
1980,11,25,1070,USGS_12358500
1980,11,26,1050,USGS_12358500
1980,11,27,1040,USGS_12358500
1980,11,28,1070,USGS_12358500
1980,11,29,1040,USGS_12358500
1980,11,30,1020,USGS_12358500
1980,12,1,920,USGS_12358500
1980,12,2,871,USGS_12358500
1980,12,3,869,USGS_12358500
1980,12,4,924,USGS_12358500
1980,12,5,934,USGS_12358500
1980,12,6,887,USGS_12358500
1980,12,7,846,USGS_12358500
1980,12,8,783,USGS_12358500
1980,12,9,826,USGS_12358500
1980,12,10,886,USGS_12358500
1980,12,11,964,USGS_12358500
1980,12,12,942,USGS_12358500
1980,12,13,891,USGS_12358500
1980,12,14,857,USGS_12358500
1980,12,15,879,USGS_12358500
1980,12,16,963,USGS_12358500
1980,12,17,1090,USGS_12358500
1980,12,18,1210,USGS_12358500
1980,12,19,1120,USGS_12358500
1980,12,20,1150,USGS_12358500
1980,12,21,1190,USGS_12358500
1980,12,22,1320,USGS_12358500
1980,12,23,1590,USGS_12358500
1980,12,24,1460,USGS_12358500
1980,12,25,1460,USGS_12358500
1980,12,26,3230,USGS_12358500
1980,12,27,8460,USGS_12358500
1980,12,28,8610,USGS_12358500
1980,12,29,6480,USGS_12358500
1980,12,30,5260,USGS_12358500
1980,12,31,4570,USGS_12358500
1981,1,1,4060,USGS_12358500
1981,1,2,3660,USGS_12358500
1981,1,3,3310,USGS_12358500
1981,1,4,3020,USGS_12358500
1981,1,5,2820,USGS_12358500
1981,1,6,2630,USGS_12358500
1981,1,7,2430,USGS_12358500
1981,1,8,2250,USGS_12358500
1981,1,9,2090,USGS_12358500
1981,1,10,1970,USGS_12358500
1981,1,11,1800,USGS_12358500
1981,1,12,1620,USGS_12358500
1981,1,13,1540,USGS_12358500
1981,1,14,1450,USGS_12358500
